flightId,airlineName,alias,iata,icao,callSign,countryLocated,airlineOperationalStatus
5082,Transporte Aereo Tecnico Ejecutivo,null,null,TTS,TECNICO,Mexico,N
5083,Turkmenistan Airlines,Turkmenhovayollary,T5,TUA,TURKMENISTAN,Turkmenistan,Y
5084,Turismo Aereo de Chile,null,null,TUC,TURICHILE,Chile,N
5085,Tuninter,null,UG,TUI,null,Tunisia,Y
5086,Tulpar Air,null,null,TUL,URSAL,Russia,N
5087,Tyumenspecavia,null,null,TUM,TUMTEL,Russia,N
5088,Taxi Aereo Turistico,null,null,TUO,TURISTICO,Mexico,N
5089,Tulpar Air Service,null,null,TUX,TULPA,Kazakhstan,N
5090,Tuna Aero,null,null,TUZ,TUNA,Sweden,N
5091,Trans America Airlines,null,null,TVA,TRANS-AMERICA,United States,N
5092,Trabajos Aereos Vascongados,null,null,TVH,TRAVASA,Spain,N
5093,Tiramavia,null,null,TVI,TIRAMAVIA,Moldova,N
5094,Travel Service,null,null,TVL,TRAVEL SERVICE,Hungary,N
5095,Transavio,null,null,TVO,TRANS-BALLERIO,Italy,N
5096,Tavrey Airlines,null,T6,TVR,TAVREY,Ukraine,N
5097,Travel Service,null,QS,TVS,SKYTRAVEL,Czech Republic,Y
5098,Trans World Airlines,TWA,TW,TWA,TWA,United States,N
5099,Transwede Airways,null,null,TWE,TRANSWEDE,Sweden,N
5100,Twinjet Aircraft Sales,null,null,TWJ,null,United Kingdom,N
5101,Tradewinds Aviation,null,null,TWL,TRADEWINDS CANADA,Canada,N
5102,Transairways,null,null,TWM,null,Mozambique,N
5103,Twente Airlines,null,null,TWO,COLIBRI,Netherlands,N
5104,Trans Air Welwitchia,null,null,TWW,WELWITCHIA,Angola,N
5105,Texair Charter,null,null,TXA,OKAY AIR,United States,N
5106,Transaviaexport,null,AL,TXC,TRANSEXPORT,Belarus,N
5107,Transilvania Express,null,null,TXE,TRANSAIR EXPRESS,Romania,N
5108,Taxi Aereo Cozatl,null,null,TXL,TAXI COZATL,Mexico,N
5109,Taxi Aereo de Mexico,null,null,TXM,TAXIMEX,Mexico,N
5110,Texas National Airlines,null,null,TXN,TEXAS NATIONAL,United States,N
5111,Taxis Aereos de Sinaloa,null,null,TXO,TAXIS SINALOA,Mexico,N
5112,Taxirey,null,null,TXR,TAXIREY,Mexico,N
5113,Texas Airlines,null,null,TXS,TEXAIR,United States,N
5114,Texas Air Charters,null,null,TXT,TEXAS CHARTER,United States,N
5115,Tex Star Air Freight,null,null,TXZ,TEX STAR,United States,N
5116,Tayflite,null,null,TYF,TAYFLITE,United Kingdom,N
5117,Trygg-Flyg,null,null,TYG,TRYGG,Sweden,N
5118,Tyrol Air Ambulance,null,null,TYW,TYROL AMBULANCE,Austria,N
5119,Transporte Aereo Ernesto Saenz,null,null,TZE,TRANSPORTE SAENZ,Mexico,N
5120,Tajikstan,null,null,TZK,TAJIKSTAN,Tajikistan,N
5121,Thyssen Krupp AG,null,null,BLI,BLUELINE,Germany,N
5122,TUIfly Nordic,null,6B,BLX,BLUESCAN,Sweden,Y
5123,Transportes Aereos Bolivianos,null,null,BOL,BOL,Bolivia,N
5124,Tiphook PLC,null,null,BOX,BOX,United Kingdom,N
5125,Top Flight Air Service,null,null,CHE,CHECK AIR,United States,N
5126,Trans America,null,null,CLR,CLINTON AIRWAYS,United States,N
5127,Triple Alpha,null,null,CLU,CAROLUS,Germany,N
5128,Tashkent Aircraft Production Corporation,null,null,CTP,CORTAS,Uzbekistan,N
5129,Texas Airways,null,null,CWT,TEXAS AIRWAYS,United States,N
5130,Transportes Aereos Don Carlos,null,null,DCL,DON CARLOS,Chile,N
5131,Telnic Limited,null,null,DOT,DOT TEL,United Kingdom,N
5132,Triton Airlines,null,null,DRC,TRITON AIR,Canada,N
5133,TAAG Angola Airlines,null,DT,DTA,DTA,Angola,Y
5134,Tassili Airlines,null,SF,DTH,TASSILI AIR,Algeria,N
5135,Transporte Ejecutivo Aereo,null,null,EAR,EJECUTIVO-AEREO,Mexico,N
5136,Transportes Aereos Nacionales De Selva Tans,null,null,ELV,AEREOS SELVA,Peru,N
5137,TAG Farnborough Airport,null,null,FBO,null,United Kingdom,N
5138,Transaviaservice,null,null,FNV,TRANSAVIASERVICE,Georgia,N
5139,TAG Aviation,null,null,FPG,TAG AVIATION,Switzerland,N
5140,The 955 Preservation Group,null,null,GFN,GRIFFON,United Kingdom,N
5141,Trans-Air-Link,null,null,GJB,SKY TRUCK,United States,N
5142,Tradewind Aviation,null,null,GPD,GOODSPEED,United States,N
5143,Trail Lake Flying Service,null,null,HBA,HARBOR AIR,United States,N
5144,TAF Helicopters,null,null,HET,HELITAF,Spain,N
5145,Tango Bravo,null,null,HTO,HELI TANGO,France,N
5146,Turkish Air Force,null,null,HVK,TURKISH AIRFORCE,Turkey,Y
5147,Thryluthjonustan,null,null,IHS,null,Iceland,N
5148,TA-Air Airline,null,null,IRF,TA-AIR,Iran,N
5149,Tara Air Line,null,null,IRR,TARAIR,Iran,N
5150,Trading Air Cargo,null,null,JCH,TRADING CARGO,Mauritania,N
5151,Trans-Kiev,null,null,KCA,TRANS-KIEV,Ukraine,N
5152,Tal Air Charters,null,null,JEL,JETEL,Canada,N
5153,Transcontinental Airlines,null,null,KRA,REGATA,Kazakhstan,N
5154,Transaviabaltika,null,null,KTB,TRANSBALTIKA,Lithuania,N
5155,Transair-Gyraintiee,null,null,KTS,KOTAIR,Russia,N
5156,TAM Mercosur,null,PZ,LAP,PARAGUAYA,Paraguay,Y
5157,The Lancair Company,null,null,LCC,LANCAIR,United States,N
5158,The Army Aviation Heritage Foundation,null,null,LEG,LEGACY,United States,N
5159,Top Sky International,null,null,LKW,TOPINTER,Indonesia,N
5160,Trans States Airlines,null,AX,LOF,WATERSKI,United States,Y
5161,Trans Atlantis,null,null,LTA,LANTRA,Canada,N
5162,Transportacion Aerea Del Mar De Cortes,null,null,MCT,TRANS CORTES,Mexico,N
5163,Transporte Aero MGM,null,null,MGM,AERO EMM-GEE-EMM,Mexico,N
5164,Tigerfly,null,null,MOH,MOTH,United Kingdom,N
5165,Transportes Aereos Amparo,null,null,MPO,AMPARO,Mexico,N
5166,Trans Air,null,null,MUI,MAUI,United States,N
5167,Transportes Aereos Mexiquenses,null,null,MXQ,MEXIQUENSES,Mexico,N
5168,Travelsky Technology,null,1E,null,null,China,N
5169,Thalys,null,2H,null,null,Belgium,N
5171,TNT International Aviation,null,null,NTR,NITRO,United Kingdom,N
5172,Open Skies Consultative Commission,null,1L,OSY,OPEN SKIES,United States,N
5173,Trans-Pacific Orient Airways,null,null,PCW,PACIFIC ORIENT,Philippines,N
5174,Tauranga Aer Club,null,null,PGS,null,New Zealand,N
5175,TSSKB-Progress,null,null,PSS,PROGRESS,Russia,N
5176,Trans World Express,null,null,RBD,RED BIRD,United States,N
5177,Trans Reco,null,null,REC,TRANS-RECO,Mauritania,N
5178,Tas Aviation,null,null,RMS,TASS AIR,United States,N
5179,Tarom,null,RO,ROT,TAROM,Romania,Y
5180,Transportes Aereos I.R. Crusoe,null,null,ROU,ROBINSON CRUSOE,Chile,N
5181,Transportes Aereos Sierra,null,null,RRT,SIERRA ALTA,Mexico,N
5182,Tbilisi Aviation University,null,null,RRY,AIRFERRY,Georgia,N
5183,Trans Am Compania,null,null,RTM,AERO TRANSAM,Ecuador,N
5184,Trans Sahara Air,null,null,SBJ,TRANS SAHARA,Nigeria,N
5185,Transportes Aereos Sierra Madre,null,null,SEI,TRANSPORTE SIERRA,Mexico,N
5186,Trans Asian Airlines,null,null,SRT,TRASER,Kazakhstan,N
5187,Turan Air,null,3T,URN,TURAN,Azerbaijan,Y
5188,TRIP Linhas A,null,8R,TIB,TRIP,Brazil,Y
5189,Tusheti,null,null,USB,TUSHETI,Georgia,N
5190,TAPC Aviatrans Aircompany,null,null,UTM,AVIATAPS,Uzbekistan,N
5191,Trans-Ulgii,null,null,UTN,TRANS-ULGII,Mongolia,N
5192,Transarabian Transportation Services,null,null,UTT,ARABIAN TRANSPORT,Uganda,N
5193,Transaven,null,null,VEN,TRANSAVEN AIRLINE,Venezuela,N
5194,Tag Aviation UK,null,null,VIP,SOVEREIGN,United Kingdom,N
5195,Tbilaviamsheni,null,null,VNZ,TBILAVIA,Georgia,N
5196,Taxi de Veracruz,null,null,VRC,VERACRUZ,Mexico,N
5197,Travel Express Aviation Services,null,null,XAR,TRAVEL EXPRESS,Indonesia,N
5198,Taxi Aero Del Norte,null,null,XNR,TAXI NORTE,Mexico,N
5199,Transports et Travaux A,null,OF,null,null,null,N
5202,USAF Air Mobility Operations Control Center,null,null,DOD,null,United States,N
5203,U.S. Department of the Interior,null,null,DOI,INTERIOR,United States,N
5204,United Kingdom Civil Aviation Authority,null,null,EXM,EXAM,United Kingdom,N
5205,Union des Transports Africains de Guinee,null,null,GIH,TRANSPORT AFRICAIN,Guinea,N
5206,US Army Parachute Team,null,null,GKA,GOLDEN KNIGHTS,United States,N
5207,USA3000 Airlines,null,U5,GWY,GETAWAY,United States,Y
5208,United Arabian Airlines,null,null,UAB,UNITED ARABIAN,Sudan,N
5209,United Airlines,null,UA,UAL,UNITED,United States,Y
5210,United Air Charters,null,null,UAC,UNITAIR,Zimbabwe,Y
5211,United Carriers Systems,null,null,UCS,UNITED CARRIERS,United States,N
5212,United Eagle Airlines,null,null,UEA,UNITED EAGLE,China,N
5213,United Feeder Service,null,U2,null,null,United States,N
5214,United Kingdom Civil Aviation Authority,null,null,CFU,MINAIR,United Kingdom,N
5215,United Kingdom Royal VIP Flights,null,null,KRF,KITTYHAWK,United Kingdom,N
5216,United Kingdom Royal VIP Flight,null,null,KRH,SPARROWHAWK,United Kingdom,N
5217,United Kingdom Civil Aviation Authority,null,null,SDS,STANDARDS,United Kingdom,N
5218,United Kingdom Royal VIP Flights,null,null,TQF,RAINBOW,United Kingdom,N
5219,United States Coast Guard Auxiliary,null,null,CGX,COASTGUARD AUXAIR,United States,N
5220,United States Department Of Agriculture,null,null,AGR,AGRICULTURE,United States,N
5221,University Air Squadron,null,null,UAD,null,United Kingdom,N
5222,University Air Squadron,null,null,UAJ,null,United Kingdom,N
5223,University Air Squadron,null,null,UAA,null,United Kingdom,N
5224,University Air Squadron,null,null,UAH,null,United Kingdom,N
5225,Universal Avia,null,null,HBU,KHARKIV UNIVERSAL,Ukraine,N
5226,UK HEMS,null,null,HLE,HELIMED,United Kingdom,N
5227,USA Jet Airlines,null,U7,JUS,JET USA,United States,N
5228,Unijet,null,null,LEA,LEADAIR,France,N
5229,US Marshals Service,null,null,MSH,MARSHALAIR,United States,N
5230,University of North Dakota,null,null,NDU,SIOUX,United States,N
5231,Universal Airlines,null,null,PNA,PACIFIC NORTHERN,United States,N
5232,Uganda Royal Airways,null,null,RAU,UGANDA ROYAL,Uganda,N
5233,United Aviation Services,null,null,SAU,UNISERVE,Spain,N
5234,Ural Airlines,null,U6,SVR,SVERDLOVSK AIR,Russia,Y
5235,Ukraine Transavia,null,null,TRB,KIROVTRANS,Ukraine,N
5236,United Arab Emirates Air Force,null,null,UAF,UNIFORCE,United Arab Emirates,N
5237,Union Africaine des Transports,null,null,UAI,UNAIR,Ivory Coast,N
5238,Uganda Air Cargo,null,null,UCC,UGANDA CARGO,Uganda,N
5239,US Airports Air Charter,null,null,UCH,US CHARTER,United States,N
5240,Ucoaviacion,null,null,UCO,UCOAVIACION,Spain,N
5241,Ues-Avia Aircompany,null,null,UES,AVIASYSTEM,Ukraine,N
5242,UFS,null,null,UFS,FEEDER EXPRESS,United States,N
5243,Uganda Airlines,null,null,UGA,UGANDA,Uganda,N
5244,Urgemer Canarias,null,null,UGC,URGEMER,Spain,N
5245,Ukrainian Helicopters,null,null,UHL,UKRAINE COPTERS,Ukraine,N
5246,Ulyanovsk Higher Civil Aviation School,null,null,UHS,PILOT AIR,Russia,N
5247,Universal Jet Rental de Mexico,null,null,UJR,UNIVERSAL JET,Mexico,N
5248,Universal Jet Aviation,null,null,UJT,UNI-JET,United States,N
5249,UK International Airlines,null,null,UKI,KHALIQ,United Kingdom,N
5250,Ukraine Air Alliance,null,null,UKL,UKRAINE ALLIANCE,Ukraine,N
5251,UM Airlines,null,UF,UKM,UKRAINE MEDITERRANEE,Ukraine,Y
5252,Ukraine Air Enterprise,null,null,UKN,ENTERPRISE UKRAINE,Ukraine,N
5253,United Kingdom Home Office,null,null,UKP,POLICE,United Kingdom,N
5254,Ukrainian Cargo Airways,null,6Z,UKS,CARGOTRANS,Ukraine,N
5255,Ultrair,null,null,ULT,ULTRAIR,United States,N
5256,Unitemp-M,null,null,UMS,TOPAZ,Russia,N
5257,Uni-Fly,null,null,UNC,UNICOPTER,Denmark,N
5258,Union Flights,null,null,UNF,UNION FLIGHTS,United States,N
5259,Universal Jet,null,null,UNJ,PROJET,Spain,N
5260,Unsped Paket Servisi,null,null,UNS,UNSPED,Turkey,N
5261,Unifly Servizi Aerei,null,null,UNU,UNIEURO,Italy,N
5262,Ukrainian Pilot School,null,null,UPL,PILOT SCHOOL,Ukraine,N
5263,United Parcel Service,null,5X,UPS,UPS,United States,N
5264,Uraiavia,null,null,URV,URAI,Russia,N
5265,US Airways,null,US,USA,U S AIR,United States,Y
5266,US Check Airlines,null,null,USC,STAR CHECK,United States,N
5267,USAfrica Airways,null,null,USF,AFRICA EXPRESS,United States,N
5268,US Helicopter,null,null,USH,US-HELI,United States,Y
5269,US Jet,null,null,USJ,USJET,United States,N
5270,US Express,null,null,USX,AIR EXPRESS,United States,N
5271,UTair Aviation,null,UT,UTA,UTAIR,Russia,Y
5272,UTAGE,null,null,UTG,UTAGE,Equatorial Guinea,N
5273,Utair South Africa,null,null,UTR,AIRUT,South Africa,N
5274,Ukrainian State Air Traffic Service Enterprise,null,null,UTS,AIRRUH,Ukraine,N
5275,Urartu-Air,null,null,UTU,null,Armenia,N
5276,Universal Airways,null,null,UVA,UNIVERSAL,United States,N
5277,Universal Airlines,null,null,UVG,GUYANA JET,Guyana,N
5278,Uvavemex,null,null,UVM,UVAVEMEX,Mexico,N
5279,United States Air Force,null,null,AIO,AIR CHIEF,United States,Y
5280,United Aviation,null,null,UVN,UNITED AVIATION,Kuwait,N
5281,Uzbekistan Airways,null,HY,UZB,UZBEK,Uzbekistan,Y
5282,Ukraine International Airlines,null,PS,AUI,UKRAINE INTERNATIONAL,Ukraine,Y
5283,Universal Airlines,null,null,WEC,AIRGO,United States,N
5284,US Helicopter Corporation,null,UH,null,null,United States,Y
5288,V Australia Airlines,null,VA,VAU,KANGA,Australia,N
5289,V Bird Airlines Netherlands,null,null,VBA,VEEBEE,Netherlands,N
5290,V-avia Airline,null,null,WIW,VEE-AVIA,Ukraine,N
5291,V-Berd-Avia,null,null,VBD,VEEBIRD-AVIA,Armenia,N
5292,Vacationair,null,null,VAC,VACATIONAIR,Canada,N
5293,Valair AG (Helicoptere),null,null,RDW,ROADWATCH,Switzerland,N
5294,Valan International Cargo Charter,null,null,VLA,NALAU,South Africa,N
5295,Valan Limited,null,null,VLN,VALAN,Moldova,N
5296,Valfell-Verkflug,null,null,EHR,ROTOR,Iceland,N
5297,Valuair,null,VF,VLU,VALUAIR,Singapore,Y
5298,Van Air Europe,null,null,VAA,EUROVAN,Czech Republic,N
5299,Vanguardia en Aviacion en Colima,null,null,VGC,VANGUARDIA COLIMA,Mexico,N
5300,Vanguard Airlines,null,null,VGD,VANGUARD AIR,United States,N
5301,Vasco Air,null,null,VFC,VASCO AIR,Vietnam,Y
5302,Vega,null,null,VAG,SEGA,Kazakhstan,N
5303,Vega Air Company,null,null,WGA,WEGA FRANKO,Ukraine,N
5304,Veles,null,null,WEL,Ukrainian Aviation Company,VELES,N
5305,Verataxis,null,null,VTX,VERATAXIS,Mexico,N
5306,Veritair Ltd,null,null,BTP,NET RAIL,United Kingdom,N
5307,Voyageur Airways,null,VC,VAL,VOYAGEUR,Canada,N
5308,Vernicos Aviation,null,null,GRV,NIGHT RIDER,Greece,N
5309,Vietnam Airlines,null,VN,HVN,VIET NAM AIRLINES,Vietnam,Y
5310,Vozdushnaya Academy,null,null,KWA,VOZAIR,Kazakhstan,N
5311,VIM Airlines,null,NN,MOV,MOV AIR,Russia,Y
5312,VIM-Aviaservice,null,null,MVY,null,Russia,N
5313,VIA Rail Canada,null,2R,null,null,Canada,N
5314,Victoria Aviation,null,null,ENV,ENDEAVOUR,United Kingdom,N
5315,Viscount Air Service,null,null,VCT,VISCOUNT AIR,United States,N
5317,Vision Airlines,null,null,SSI,SUPER JET,Nigeria,N
5318,VIP Air Charter,null,null,FXF,FOX FLIGHT,United States,N
5319,VIP Avia,null,null,PAV,NICOL,Kazakhstan,N
5320,VIP Avia,null,null,PRX,PAREX,Latvia,N
5321,Visionair,null,null,VAT,VISIONAIR,Ireland,N
5322,Viasa,null,VA,null,null,Venezuela,N
5323,VICA - Viacao Charter Aereos,null,null,VCA,VICA,Brazil,N
5324,Volare Air Charter Company,null,null,VCM,CARMEN,United States,N
5325,Volaris,null,Y4,VOI,VOLARIS,Mexico,Y
5326,Volga-Dnepr Airlines,null,VI,VDA,VOLGA-DNEPR,Russia,Y
5327,Vega Airlines,null,null,VEA,VEGA AIRLINES,Bulgaria,N
5328,Venescar Internacional,null,null,VEC,VECAR,Venezuela,N
5329,Victor Echo,null,null,VEE,VICTOR ECHO,Spain,N
5330,Virgin Express Ireland,null,null,VEI,GREEN ISLE,Ireland,N
5331,Virgin America,null,VX,VRD,REDWOOD,United States,Y
5332,Vieques Air Link,null,null,VES,VIEQUES,United States,N
5333,Virgin Express,null,TV,VEX,VIRGIN EXPRESS,Belgium,Y
5334,VZ Flights,null,null,VFT,ZETA FLIGHTS,Mexico,N
5335,Virgin Nigeria Airways,null,VK,VGN,VIRGIN NIGERIA,Nigeria,Y
5336,Vologda State Air Enterprise,null,null,VGV,VOLOGDA AIR,Russia,N
5337,VH-Air Industrie,null,null,VHA,AIR V-H,Angola,N
5338,VHM Schul-und-Charterflug,null,null,VHM,EARLY BIRD,Germany,N
5339,Vibroair Flugservice,null,null,VIB,VITUS,Germany,N
5340,VIP Servicios Aereos Ejecutivos,null,null,VIC,VIP-EJECUTIVO,Mexico,N
5341,VIP Empresarial,null,null,VIE,VIP EMPRESARIAL,Mexico,N
5342,VIF Luftahrt,null,null,VIF,VIENNA FLIGHT,Austria,N
5343,Vega Aviation,null,null,VIG,VEGA AVIATION,Sudan,N
5344,Vichi,null,null,VIH,VICHI,Moldova,N
5345,Viking Airlines,null,null,VIK,SWEDJET,Sweden,N
5346,Vinair - Helicoptereos,null,null,VIN,VINAIR,Portugal,N
5347,Virgin Atlantic Airways,null,VS,VIR,VIRGIN,United Kingdom,Y
5348,Viajes Ejecutivos Mexicanos,null,null,VJM,VIAJES MEXICANOS,Mexico,N
5349,Vistajet,null,null,VJT,VISTA,Canada,N
5350,Viva Macau,null,ZG,VVM,JACKPOT,Macao,Y
5351,Volare Airlines,null,VE,VLE,VOLA,Italy,Y
5352,Vueling Airlines,null,VY,VLG,VUELING,Spain,Y
5353,Vladivostok Air,null,XF,VLK,VLADAIR,Russia,Y
5354,Varig Log,null,LC,VLO,VELOG,Brazil,Y
5355,Vertical-T Air Company,null,null,VLT,VERTICAL,Russia,N
5356,Vero Monmouth Airlines,null,null,VMA,VERO MONMOUTH,United States,N
5357,Vipport Joint Stock Company,null,null,VNK,null,Russia,N
5358,Viaggio Air,null,VM,VOA,VIAGGIO,Bulgaria,N
5359,Voyager Airlines,null,null,VOG,VOYAGER AIR,Bangladesh,N
5360,Virgin Australia,null,VA,VOZ,VIRGIN,Australia,Y
5361,Virgin Blue,null,DJ,VBI,BLUEY,Australia,N
5362,VIP Air,null,null,VPA,VIP TAXI,Slovakia,N
5363,Veteran Air,null,null,VPB,VETERAN,Ukraine,N
5364,VIP-Avia,null,null,VPV,VIP AVIA,Georgia,N
5365,Vertair,null,null,VRA,VERITAIR,United Kingdom,N
5366,Volare Airlines,null,null,VRE,UKRAINE VOLARE,Ukraine,N
5367,Voar Lda,null,null,VRL,VOAR LINHAS,Angola,N
5368,VRG Linhas Aereas,Varig,RG,VRN,VARIG,Brazil,Y
5369,Vickers Limited,null,null,VSB,VICKERS,United Kingdom,N
5370,Visig Operaciones Aereas,null,null,VSG,VISIG,Spain,N
5371,Vision Airways Corporation,null,null,VSN,VISION,Canada,N
5372,Voronezh Aircraft Manufacturing Society,null,null,VSO,VASO,Russia,N
5373,VASP,null,VP,VSP,VASP,Brazil,Y
5374,Virign Islands Seaplane Shuttle,null,null,VSS,WATERBIRD,United States,N
5375,Vuelos Especializados Tollocan,null,null,VTC,VUELOS TOLLOCAN,Mexico,N
5376,Vuelos Corporativos de Tehuacan,null,null,VTH,VUELOS TEHUACAN,Mexico,N
5377,Vostok Airlines,null,null,VTK,VOSTOK,Russia,N
5378,Victor Tagle Larrain,null,null,VTL,VITALA,Chile,N
5379,Vointeh,null,null,VTV,VOINTEH,Bulgaria,N
5380,Vuelos Internos Privados VIP,null,null,VUR,VIPEC,Ecuador,N
5381,Vuela Bus,null,null,VUS,VUELA BUS,Mexico,N
5382,Vzlyet,null,null,VZL,VZLYET,Russia,N
5383,VLM Airlines,null,VG,VLM,RUBENS,Belgium,Y
5384,Viking Express,null,null,WCY,TITAN AIR,United States,N
5385,Victoria International Airways,null,null,WEV,VICTORIA UGANDA,Uganda,N
5386,Volga Aviaexpress,null,null,WLG,GOUMRAK,Russia,N
5387,WDL Aviation,null,null,WDL,WDL,Germany,N
5388,WRA Inc,null,null,WRR,WRAP AIR,United States,N
5389,WSI Corporation,null,null,XWS,null,United States,N
5390,Walmart Aviation,null,null,CGG,CHARGE,United States,N
5391,Walsten Air Services,null,null,WAS,WALSTEN,Canada,N
5392,Walter I Linkoping,null,null,GOT,GOTHIC,Sweden,N
5393,Wapiti Aviation,null,null,WPT,WAPITI,Canada,N
5394,Warbelow's Air Ventures,null,null,WAV,WARBELOW,United States,N
5395,Warwickshire Aerocentre Ltd.,null,null,ATX,AIRTAX,United Kingdom,N
5396,Wasaya Airways,null,null,WSG,WASAYA,Canada,N
5397,Wayraper,null,7W,null,WAYRAPER,Peru,Y
5398,Weasua Air Transport Company,null,null,WTC,WATCO,Liberia,N
5399,WebJet Linhas A,null,WJ,WEB,WEB-BRASIL,Brazil,Y
5400,Welch Aviation,null,null,TDB,THUNDER BAY,United States,N
5401,Welcome Air,null,2W,WLC,WELCOMEAIR,Austria,Y
5402,Wermlandsflyg AB,null,null,BLW,BLUESTAR,Sweden,N
5403,West Africa Airlines,null,null,WCB,KILO YANKEE,Ghana,N
5404,West African Air Transport,null,null,WTF,WESTAF AIRTRANS,Senegal,N
5405,West African Airlines,null,null,WSF,null,Benin,N
5406,West African Cargo Airlines,null,null,WAC,WESTAF CARGO,Mauritania,N
5407,West Air Luxembourg,null,null,WLX,WEST LUX,Luxembourg,N
5408,West Air Sweden,null,PT,SWN,AIR SWEDEN,Sweden,N
5409,West Caribbean Airways,null,null,WCW,null,Colombia,N
5410,West Caribbean Costa Rica,null,null,WCR,WEST CARIBBEAN,Costa Rica,N
5411,West Coast Air,null,8O,null,null,Canada,Y
5412,West Coast Airlines,null,null,WCG,WHISKY INDIA,Ghana,N
5413,West Coast Airways,null,null,WCA,WEST-LEONE,Sierra Leone,N
5414,West Freugh DTEO,null,null,TEE,TEEBIRD,United Kingdom,N
5415,West Wind Aviation,null,null,WEW,WESTWIND,Canada,N
5416,WestJet,null,WS,WJA,WESTJET,Canada,Y
5417,Westair Aviation,null,null,WAA,WESTAIR WINGS,Namibia,N
5418,Westair Cargo Airlines,null,null,WSC,WESTCAR,Cote d'Ivoire,N
5419,Westair Industries,null,null,PCM,PAC VALLEY,United States,N
5420,Westcoast Energy,null,null,BLK,BLUE FLAME,Canada,N
5421,Western Air,null,null,WST,WESTERN BAHAMAS,Bahamas,N
5422,Western Air Couriers,null,null,NPC,NORPAC,United States,N
5423,Western Air Express,null,null,WAE,WESTERN EXPRESS,United States,N
5424,Western Airlines,null,WA,WAL,WESTERN,United States,Y
5425,Western Arctic Air,null,null,WAL,WESTERN ARCTIC,Canada,N
5426,Western Aviators,null,null,WTV,WESTAVIA,United States,N
5427,Western Express Air Lines,null,null,WES,WEST EX,Canada,N
5428,Western Pacific Airlines,null,null,KMR,KOMSTAR,United States,N
5429,Western Pacific Airservice,null,null,WPA,WESTPAC,Solomon Islands,N
5430,Westflight Aviation,null,null,WSL,WEST LINE,United Kingdom,N
5431,Westgates Airlines,null,null,WSA,WESTATES,United States,N
5432,Westland Helicopters,null,null,WHE,WESTLAND,United Kingdom,N
5433,Westpoint Air,null,null,WTP,WESTPOINT,Canada,N
5434,Westward Airways,null,CN,WWD,WESTWARD,United States,N
5435,White,null,null,WHT,YOUNG SKY,Portugal,N
5436,White Eagle Aviation,null,null,WEA,WHITE EAGLE,Poland,N
5437,White River Air Services,null,null,WRA,null,Canada,N
5438,Whyalla Airlines,null,null,WWL,null,Australia,N
5439,Widerøe,null,WF,WIF,WIDEROE,Norway,Y
5440,Wiggins Airways,null,null,WIG,WIGGINS AIRWAYS,United States,N
5441,Wiking Helikopter Service,null,null,WHS,WEEKING,Germany,N
5442,Wilbur's Flight Operations,null,null,WFO,WILBURS,United States,N
5443,Williams Air,null,null,WLS,WILLIAMS AIR,United States,N
5444,Williams Grand Prix Engineering,null,null,WGP,GRAND PRIX,United Kingdom,N
5445,Wimbi Dira Airways,null,null,WDA,WIMBI DIRA,Democratic Republic of Congo,N
5446,Winair,null,null,WNA,WINAIR,United States,N
5447,Wind Jet,null,IV,JET,GHIBLI,Italy,Y
5448,Wind Spirit Air,null,null,WSI,WIND SPIRIT,United States,N
5449,Windrose Air,null,null,QGA,QUADRIGA,Germany,N
5450,Windward Islands Airways International,null,null,WIA,WINDWARD,Netherland,N
5451,Wings Air,null,IW,WON,WINGS ABADI,Indonesia,Y
5452,Wings Air Transport,null,null,WAT,null,Sudan,N
5453,Wings Airways,null,null,WAW,WING SHUTTLE,United States,N
5454,Wings Aviation,null,null,WOL,WINGJET,Guyana,N
5455,Wings Express,null,null,WEX,WINGS EXPRESS,United States,N
5456,Wings of Alaska,null,K5,WAK,WINGS ALASKA,United States,N
5457,Wings of Lebanon Aviation,null,null,WLB,WING LEBANON,Lebanon,N
5458,Winlink,null,null,WIN,WINLINK,Saint Lucia,N
5459,Wisconsin Air National Guard,null,null,WAG,null,United States,N
5460,Wisman Aviation,null,null,WSM,WISMAN,United States,N
5461,Wizz Air,null,W6,WZZ,WIZZ AIR,Hungary,Y
5462,Wizz Air Hungary,null,8Z,WVL,WIZZBUL,Bulgaria,Y
5463,Wondair on Demand Aviation,null,null,WNR,WONDAIR,Spain,N
5464,Woodgate Executive Air Charter,null,null,CWY,CAUSEWAY,United Kingdom,N
5465,World Airways,null,WO,WOA,WORLD,United States,Y
5466,World Weatherwatch,null,null,XWW,null,Canada,N
5467,World Wing Aviation,null,null,WWM,MANAS WING,Kyrgyzstan,N
5468,Worldspan,null,1P,null,null,United States,N
5469,Worldwide Air Charter Systems,null,null,CSW,CHARTER SYSTEMS,Canada,N
5470,Worldwide Aviation Services,null,null,WWS,null,Pakistan,N
5471,Worldwide Jet Charter,null,null,WWI,WORLDWIDE,United States,N
5472,Wright Air Lines,null,null,WRT,WRIGHT-AIR,United States,N
5473,Wright Air Service,null,8V,WRF,WRIGHT FLYER,United States,N
5474,Wuhan Airlines,null,null,CWU,WUHAN AIR,China,N
5475,Wycombe Air Centre,null,null,WYC,WYCOMBE,United Kingdom,N
5476,Wyoming Airlines,null,null,WYG,WYOMING,United States,N
5479,XL Airways France,null,SE,SEU,STARWAY,France,Y
5480,XP Internation,null,null,XPS,XP PARCEL,Netherlands,N
